,visitors,orders,customer,device,date,rate,visitors_arima_anomaly,visitors_stl_anomaly,visitors_twitter_anomaly,orders_arima_anomaly,orders_stl_anomaly,orders_twitter_anomaly,rate_arima_anomaly,rate_stl_anomaly,rate_twitter_anomaly
572,145262,283,UNDETERMINED,Mobile Phone,2019-03-18,0.0019482039349589,1.0,0,0,0.0,0,0,1.0,0,0
573,137946,342,UNDETERMINED,Mobile Phone,2019-03-19,0.00247923100343613,1.0,1,0,0.0,0,0,0.0,1,0
574,196609,424,UNDETERMINED,Mobile Phone,2019-03-20,0.0021565645519788,0.0,0,0,0.0,0,0,0.0,0,0
575,278565,801,UNDETERMINED,Mobile Phone,2019-03-21,0.00287545097194551,1.0,1,0,1.0,1,1,0.0,1,0
576,231106,435,UNDETERMINED,Mobile Phone,2019-03-22,0.00188225316521423,1.0,0,0,0.0,0,0,0.0,0,0
577,228567,344,UNDETERMINED,Mobile Phone,2019-03-23,0.0015050291599399699,0.0,0,0,0.0,0,0,1.0,0,0
578,223721,317,UNDETERMINED,Mobile Phone,2019-03-24,0.0014169434250696198,0.0,0,0,0.0,0,0,0.0,0,0
579,211886,363,UNDETERMINED,Mobile Phone,2019-03-25,0.0017131853921448302,0.0,0,0,1.0,0,0,0.0,0,0
580,224407,457,UNDETERMINED,Mobile Phone,2019-03-26,0.00203647836297442,1.0,0,0,0.0,0,0,1.0,0,0
581,354743,1506,UNDETERMINED,Mobile Phone,2019-03-27,0.004245326898628021,1.0,1,1,1.0,1,1,1.0,1,1
582,340539,1240,UNDETERMINED,Mobile Phone,2019-03-28,0.00364128631375555,1.0,1,1,1.0,1,1,1.0,1,1
583,264810,460,UNDETERMINED,Mobile Phone,2019-03-29,0.0017370945205996801,1.0,0,0,0.0,0,0,1.0,0,0
584,253532,411,UNDETERMINED,Mobile Phone,2019-03-30,0.0016210971396115699,0.0,0,0,0.0,0,0,1.0,0,0
585,242940,420,UNDETERMINED,Mobile Phone,2019-03-31,0.00172882193134107,1.0,0,0,0.0,0,0,0.0,0,0
