,visitors,orders,customer,device,date,rate,visitors_arima_anomaly,visitors_stl_anomaly,visitors_twitter_anomaly,orders_arima_anomaly,orders_stl_anomaly,orders_twitter_anomaly,rate_arima_anomaly,rate_stl_anomaly,rate_twitter_anomaly
426,88728,947,CUSTOMER,Mobile Phone,2019-02-16,0.0106730682535389,0.0,0,0,0.0,0,0,0.0,0,0
427,80231,763,CUSTOMER,Mobile Phone,2019-02-17,0.00951003976019245,0.0,0,0,0.0,0,0,0.0,0,0
428,80245,815,CUSTOMER,Mobile Phone,2019-02-18,0.0101563960371363,0.0,0,0,0.0,0,0,0.0,0,0
429,89765,730,CUSTOMER,Mobile Phone,2019-02-19,0.008132345568985679,0.0,1,0,0.0,1,0,0.0,0,0
430,107535,1250,CUSTOMER,Mobile Phone,2019-02-20,0.0116241223787604,1.0,0,0,1.0,0,0,0.0,1,0
431,114936,1243,CUSTOMER,Mobile Phone,2019-02-21,0.0108147142757709,0.0,0,0,0.0,0,0,0.0,0,0
432,13225,118,CUSTOMER,Mobile Phone,2019-02-22,0.00892249527410208,1.0,1,1,1.0,1,1,0.0,1,0
433,101177,1232,CUSTOMER,Mobile Phone,2019-02-23,0.012176680470857999,1.0,0,0,1.0,0,0,0.0,0,0
434,90549,1096,CUSTOMER,Mobile Phone,2019-02-24,0.0121039437210792,0.0,0,0,0.0,0,0,0.0,0,0
435,78615,864,CUSTOMER,Mobile Phone,2019-02-25,0.0109902690326274,0.0,0,0,1.0,0,0,0.0,0,0
436,98984,925,CUSTOMER,Mobile Phone,2019-02-26,0.00934494463751718,1.0,0,0,0.0,0,0,0.0,0,0
437,97140,1207,CUSTOMER,Mobile Phone,2019-02-27,0.0124253654519251,0.0,0,0,1.0,1,0,0.0,1,0
438,83127,899,CUSTOMER,Mobile Phone,2019-02-28,0.0108147773888147,0.0,1,0,1.0,0,0,0.0,0,0
439,100142,1138,CUSTOMER,Mobile Phone,2019-03-01,0.011363863314094001,1.0,0,0,1.0,0,0,0.0,0,0
440,96279,1251,CUSTOMER,Mobile Phone,2019-03-02,0.0129934876764403,0.0,0,0,0.0,0,0,0.0,0,0
441,86839,1196,CUSTOMER,Mobile Phone,2019-03-03,0.0137726136873985,0.0,0,0,0.0,0,0,0.0,1,0
442,83807,999,CUSTOMER,Mobile Phone,2019-03-04,0.0119202453255695,0.0,0,0,0.0,0,0,0.0,0,0
443,80715,931,CUSTOMER,Mobile Phone,2019-03-05,0.0115344111999009,0.0,0,0,0.0,0,0,0.0,0,0
444,81075,933,CUSTOMER,Mobile Phone,2019-03-06,0.0115078630897317,0.0,0,0,0.0,0,0,0.0,0,0
445,52630,458,CUSTOMER,Mobile Phone,2019-03-07,0.00870226106783203,1.0,1,0,1.0,1,0,0.0,1,0
446,84348,902,CUSTOMER,Mobile Phone,2019-03-09,0.0106937923839332,0.0,0,0,0.0,0,0,0.0,0,0
447,80212,880,CUSTOMER,Mobile Phone,2019-03-10,0.0109709270433352,0.0,0,0,0.0,0,0,0.0,0,0
448,78720,809,CUSTOMER,Mobile Phone,2019-03-11,0.0102769308943089,0.0,0,0,0.0,0,0,0.0,0,0
449,77045,767,CUSTOMER,Mobile Phone,2019-03-12,0.00995522097475501,0.0,0,0,0.0,0,0,0.0,0,0
450,99062,1013,CUSTOMER,Mobile Phone,2019-03-13,0.0102259191213583,1.0,0,0,0.0,0,0,0.0,0,0
451,100942,930,CUSTOMER,Mobile Phone,2019-03-14,0.00921321154722514,1.0,1,0,0.0,0,0,0.0,0,0
452,79729,876,CUSTOMER,Mobile Phone,2019-03-15,0.0109872192050571,0.0,0,0,0.0,0,0,0.0,0,0
453,79729,936,CUSTOMER,Mobile Phone,2019-03-16,0.0117397684656775,0.0,0,0,0.0,0,0,0.0,0,0
454,73535,889,CUSTOMER,Mobile Phone,2019-03-17,0.0120894811994288,1.0,0,0,0.0,0,0,0.0,0,0
455,73321,745,CUSTOMER,Mobile Phone,2019-03-18,0.0101607997708706,0.0,0,0,0.0,0,0,0.0,0,0
456,84161,688,CUSTOMER,Mobile Phone,2019-03-19,0.008174807808842579,1.0,0,0,0.0,0,0,0.0,0,0
457,108307,806,CUSTOMER,Mobile Phone,2019-03-20,0.00744180893201732,1.0,0,0,0.0,0,0,0.0,0,0
458,56338,374,CUSTOMER,Mobile Phone,2019-03-21,0.00663850331925166,1.0,1,1,1.0,1,0,0.0,1,0
459,104594,947,CUSTOMER,Mobile Phone,2019-03-22,0.00905405663804807,1.0,0,0,0.0,0,0,0.0,0,0
460,99720,951,CUSTOMER,Mobile Phone,2019-03-23,0.0095367027677497,0.0,0,0,0.0,0,0,0.0,0,0
461,92998,825,CUSTOMER,Mobile Phone,2019-03-24,0.00887115851953805,1.0,0,0,0.0,1,0,0.0,0,0
462,93418,850,CUSTOMER,Mobile Phone,2019-03-25,0.00909888886510094,0.0,0,0,0.0,0,0,0.0,0,0
463,94023,781,CUSTOMER,Mobile Phone,2019-03-26,0.00830647820214203,1.0,0,0,0.0,0,0,0.0,0,0
464,3668,24,CUSTOMER,Mobile Phone,2019-03-27,0.006543075245365321,1.0,1,1,1.0,1,1,0.0,0,0
465,32990,265,CUSTOMER,Mobile Phone,2019-03-28,0.00803273719308882,1.0,1,1,1.0,1,1,0.0,0,0
466,108682,937,CUSTOMER,Mobile Phone,2019-03-29,0.008621482858247001,1.0,0,0,1.0,0,0,0.0,0,0
467,108058,1050,CUSTOMER,Mobile Phone,2019-03-30,0.0097170038312758,1.0,0,0,1.0,0,0,0.0,0,0
468,94933,980,CUSTOMER,Mobile Phone,2019-03-31,0.0103230699545996,1.0,0,0,0.0,0,0,0.0,0,0
